"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 15 10:05:36 CST 2025","Fri Aug 15 10:05:42 CST 2025","6077","test1","test_login","TestLogin","","","成功登录场景",""
